avgSpeed;trafficScale;stops_per_m;emission_per_m;timeloss_per_m;delta_elevation_per_m
0.10287731423721151;0.3;0.32076532179092715;0.1749439772719515;0.21439694743869947;-0.06422035769460671
0.6521988867608268;0.3;0.27954350350956925;0.3108605578138109;0.018397989754789672;0.00020801073345464577
0.5960266646068286;0.3;0.3035003029081928;0.4962217799317286;0.013398047735555056;0.14219566750998253
0.3611938503259594;0.3;0.24901712054555433;0.1401557900310775;0.05471401929448813;-0.19856761905453446
0.2799305869780696;0.3;0.25253032953379567;0.3428362407561172;0.09206143419228573;0.19769207813783612
0.22489195098446285;0.3;0.25261204215109645;0.32290859972400193;0.1220601463776833;0.19775171558175472
0.1737722962569101;0.3;0.25148469545365193;0.3441385387768496;0.159301132224827;0.1968719690076378
0.3534001405662244;0.3;0.13930704321190837;0.329929862710122;0.05789963487182935;-0.014554326292926634
0.5125266602495786;0.3;0.2367938306232317;0.2707072739564868;0.03882071910706217;-0.04726235801175532
0.5075266934769566;0.3;0.29073663645053205;0.2105149329190614;0.03268408705701334;0.037885185015853085
0.5163583696775776;0.3;0.2367938306232317;0.25748370608360815;0.02852734661655326;-0.047260307464872794
0.16138961541132052;0.3;0.262243360777663;0.24843163708690805;0.1807645256277802;0.08218363809621879
0.19570780518881234;0.3;0.262243360777663;0.25241365618634054;0.14695757719254246;0.0821854043754103
0.636847359321594;0.3;0.42580456587286936;0.21693650265804426;0.01183443443905735;0.1122231886123472
0.37049667632747885;0.3;0.7040315401246343;-0.020184463455253952;0.04600306585000043;-0.509778887678497
0.33724658422935666;0.3;0.7040315401246343;-0.03838975221540666;0.054796547732827126;-0.509778887678497
0.6156832231075964;0.3;0.2507382915119123;0.19682590944106526;0.018175755411244898;-0.2711275554856292
0.15977587077206157;0.3;0.16411539992715507;0.678482737014186;0.19253748293626247;0.33779782906468525
0.12993039408345203;0.3;0.164092257802519;0.7494898210108614;0.2508782493974703;0.3382315083079658
0.1203299098671259;0.3;0.2697450680575412;0.1112264374587309;0.2665715120888937;-0.3293977774610803
0.31699617188262275;0.3;0.205026375242721;0.27104873833488524;0.07276752173558974;-0.004393898930133089
0.32936661804431333;0.3;0.205026375242721;0.21090510193341477;0.06589105199942102;-0.00439153166015549
0.8765464880660894;0.3;0.08504473613057051;0.5365827266551061;0.005712591616565824;0.10131306443015337
0.5862013834921007;0.3;0.29073663645053205;0.20934181835028373;0.024071774837044466;0.03789530232581996
0.47541966709656525;0.3;0.23860472276099873;0.24246457436912874;0.03149307590316582;-0.04715928457170479
0.15086241004770437;0.3;0.19121582100963022;0.42846928947601465;0.20632580443228693;0.07322292457367918
0.2667456438064354;0.3;0.2187628172969969;0.2966144728195844;0.08850443802541451;-0.08307903415476808
0.3271196323701191;0.3;0.21862721988934383;0.2605173426961284;0.05732487700757211;-0.08302963116839018
0.21333227203072355;0.3;0.19142079286664376;0.3808661881288449;0.1316109636164307;0.0732975473331482
0.16688356343265712;0.3;0.21715500642709878;0.25725598539303335;0.16309622362390128;-0.0824788317866334
0.10639742810964792;0.3;0.19142079286664376;0.42415730281714165;0.3090766304378486;0.07330069888264779
0.3633551098419879;0.3;0.11144563456952669;0.3258410462288543;0.05595963650505659;-0.01455488925504933
0.10261678825341808;0.3;0.32076532179092715;0.16490756843118676;0.21096467824689663;-0.06422035769460671
0.6521997911972973;0.3;0.27954350350956925;0.3124954032070194;0.018793881943177253;0.00020801073345464577
0.5711915937181453;0.3;0.3035003029081928;0.477416555967812;0.013808963650807115;0.14219515647104902
0.19146957720809266;0.3;0.24895176140061687;0.17300341390489357;0.15502035311288842;-0.19851458671896122
0.20632682000889233;0.3;0.25407733416115064;0.3264416518425355;0.14027973267923347;0.19890220938092307
0.14837262253883118;0.3;0.25224098964753916;0.3240383420977563;0.21035114955165227;0.19746495210064813
0.19225964698570405;0.3;0.25378444047127857;0.32160055849170327;0.1446079485191202;0.19867105543085012
0.3956596189640258;0.3;0.13930704321190837;0.3879934605829281;0.05539517370342497;-0.014543817666640146
0.506883885555444;0.3;0.2367938306232317;0.2565306192747216;0.03059533638387722;-0.047266231266977946
0.5184417371435768;0.3;0.29073663645053205;0.20428165573223117;0.030831239009689357;0.037885511380690684
0.5050303953923829;0.3;0.2367938306232317;0.23550642468742744;0.035071988621507726;-0.04726440855863788
0.19496092568224302;0.3;0.262243360777663;0.24523748848959934;0.14762814528784013;0.08218069429756625
0.2039110453281672;0.3;0.262243360777663;0.29143148329632423;0.13938875474254162;0.08218304933648829
0.6558569708097715;0.3;0.42580456587286936;0.22453089183926545;0.012144324088204641;0.11223466024300553
0.37049667632747885;0.3;0.7040315401246343;-0.020184463455253952;0.04294265719471744;-0.509778887678497
0.3704961045084897;0.3;0.7040315401246343;-0.0213642510562881;0.039563744471237575;-0.509778887678497
0.5927583618850607;0.3;0.2507382915119123;0.17216729464937303;0.016064895249519276;-0.27112811841545337
0.09936346443422475;0.3;0.164092257802519;0.6562828522455078;0.33041569964607254;0.3375286215730603
0.10294026502890133;0.3;0.1652390236081333;0.6237532996413383;0.31854242360152446;0.3400746490939828
0.13165135809539308;0.3;0.27084177298177425;0.08554499212724151;0.2390283025530077;-0.33073227003823596
0.3192440477538345;0.3;0.205026375242721;0.20378233223502773;0.06708590774948921;-0.004392912567642349
0.3401520507483722;0.3;0.205026375242721;0.21501129691651266;0.06332044141272657;-0.004392518022646064
0.8619560184405118;0.3;0.08504473613057051;0.4987742795238717;0.00427231595569813;0.0997506098976248
0.5009356486221818;0.3;0.29073663645053205;0.21390399458969292;0.0317481319219968;0.03788094227296371
0.43131650968793084;0.3;0.23860472276099873;0.27466539073944507;0.0370726845565369;-0.04714987175281016
0.12206010128756396;0.3;0.19263019072330564;0.3766752721821167;0.25837091041227517;0.07376287616857402
0.28200741089710935;0.3;0.21873906878642266;0.2723738174046692;0.07838983085403037;-0.0830742799572553
0.24939648843433804;0.3;0.2173240717668095;0.2846192465190435;0.09873953931427965;-0.08253410892681523
0.20415709766921164;0.3;0.19109766608020454;0.3283047395746161;0.12983432156739602;0.07317274524479817
0.3238871226718257;0.3;0.21893740417083496;0.3131442519840039;0.0634682685668211;-0.0831465007555422
0.0813032866407851;0.3;0.19121582100963022;0.4141474731428773;0.413506222184912;0.07322070654140178
0.38078592813881434;0.3;0.11144563456952669;0.33169855697840694;0.05248517615326582;-0.014531995462067682
0.09959105727663572;0.3;0.32076532179092715;0.1688657865953742;0.22023937624680506;-0.06422035769460671
0.612386843494333;0.3;0.27954350350956925;0.26514547232174984;0.013663779001988145;0.0023400885637351945
0.5922107135823048;0.3;0.3035003029081928;0.5039095124479317;0.013751256330989637;0.1421960082026048
0.20413325877387378;0.3;0.24895176140061687;0.16329928481305056;0.14420382014960234;-0.1985103186109623
0.2425304616252486;0.3;0.2530188765482883;0.31258478670129464;0.11290491399938206;0.19806880253152304
