avgSpeed;trafficScale;stops_per_m;emission_per_m;timeloss_per_m;delta_elevation_per_m
0.45889195293456164;0.3;0.27400202935135;0.132035989356426;0.021611344401271562;-0.05204787476581807
0.6900678201882883;0.3;0.27954350350956925;0.11179927898763752;0.008493984653962916;0.0026127762414118183
0.5760760677264918;0.3;0.3035003029081928;0.10386405786783584;0.006842269704109969;0.14140448519013443
0.2449951795941372;0.3;0.25070752833201176;0.17788470785171373;0.06358344555152724;-0.2010746384477335
0.40492471104040495;0.3;0.2557213504133953;0.15135245066365297;0.030147654588954628;0.19990115765950214
0.22349552727504393;0.3;0.25224098964753916;0.18125031310269668;0.0721840201350702;0.1971778778628692
0.16002991349156737;0.3;0.25261204215109645;0.21210917574044674;0.10213604859318197;0.1974610822032587
0.584086709695483;0.3;0.1353831314740958;0.09936042840549125;0.009851366248296333;-0.014388047750969302
0.488098517221086;0.3;0.2367938306232317;0.13099256195944814;0.021066191649044472;-0.047770888633868136
0.5297885914910234;0.3;0.29073663645053205;0.1234605342443316;0.017896629429750108;0.03808941250880257
0.5030817409183796;0.3;0.2367938306232317;0.12643223619386343;0.020543485767217567;-0.04771579853267241
0.35746556008888625;0.3;0.2568673670143658;0.1508890904418333;0.03533383905632533;0.09651497095715564
0.3508823159573524;0.3;0.22890577350493616;0.1369536428146419;0.03948592436440316;-0.08592211933945215
0.38782691846957223;0.3;0.22890577350493616;0.14285133786109072;0.033803400529824154;-0.08592015004177851
0.2544844968372067;0.3;0.22890577350493616;0.16136620306342417;0.06207402115165066;-0.08591949360922066
0.4468434069529544;0.3;0.2568673670143658;0.12987496646437857;0.020535114072747943;0.09612906067132285
0.6801491099246728;0.3;0.42580456587286936;0.1008937791111143;0.00609927916805494;0.11190911041121628
0.41279231217684237;0.3;0.7040315401246343;0.2138070488246669;0.019144930883706838;-0.5103104709516089
0.42074765527143704;0.3;0.7040315401246343;0.21181487367315383;0.018303220940250626;-0.5124743599920504
0.6067672049160012;0.3;0.2507382915119123;0.12884347764973827;0.0071209980175892685;-0.27244894265391784
0.1349421983189842;0.3;0.16509815199446132;0.23639241704957883;0.13411224123581492;0.3390697952654764
0.1181921478374734;0.3;0.16428635325131438;0.2551290852569987;0.15682868262987965;0.3377085982070385
0.15753353199032277;0.3;0.270172397300521;0.22205590662887167;0.11141958305725747;-0.3288149182385533
0.40889680373886395;0.3;0.19602611887446833;0.12068118580547096;0.02782319426974012;-0.0022053444502819763
0.46089395293674557;0.3;0.19602611887446833;0.11733418532992126;0.022023563288005896;-0.004469853584373851
0.875500544676829;0.3;0.08504473613057051;0.07790567151273889;0.002459404342977478;0.10037184944887123
0.5724773327138887;0.3;0.29073663645053205;0.11857538340557701;0.014948653519896325;0.03794492599492255
